,versionCreated,text,storyId,sourceCode,basic_Score,basic_sentiment,2M,10M,15M,30M,45M,60M
2020-09-11 23:17:49.574,2020-09-11 23:19:59.997000+00:00,Dow Jones Selected Stocks - September 12,urn:newsml:newsroom:20200911:nNRAcx6zzo:0,NS:AAP,0.012500000000000004,neutral,0.0,-0.12501116171086402,-0.06250558085543201,-0.026788106080899432,,
2020-09-11 23:08:07.430,2020-09-11 23:08:07.430000+00:00,"Apple finally lets users change default browser from Safari to Chrome -here's how to do it The change comes with iOS 14, which is also introducing widgets and new privacy features",urn:newsml:reuters.com:20200911:nNRAcx6xek:1,NS:INDEPE,0.024012987012987014,neutral,-0.03570790930190748,-0.026780931976433386,-0.15175861453311512,-0.08034279592928906,-0.05356186395286677,
2020-09-11 22:23:35.136,2020-09-11 22:23:35.136000+00:00,Apple (AAPL) Stock Sinks As Market Gains: What You Should Know,urn:newsml:reuters.com:20200911:nNRAcx6eor:1,NS:ZACKSC,0.04550298907441763,neutral,-0.00893096365097712,-0.01786192730195424,0.00893096365097712,0.00893096365097712,0.0446548182548856,-0.10717156381173654
2020-09-11 21:33:57.907,2020-09-11 21:33:57.907000+00:00,Apple designs face mask for its employees,urn:newsml:reuters.com:20200911:nNRAcx640y:1,NS:TIMIND,0.12506366182836773,positive,-0.008931761343333733,0.0803858520900258,0.04465880671669087,0.0803858520900258,0.04465880671669087,-0.008931761343333733
2020-09-11 21:33:56.413,2020-09-11 21:33:56.413000+00:00,KShark's Carbon Scanner app comes to Apple App Store,urn:newsml:reuters.com:20200911:nNRAcx640c:1,NS:TIMIND,0.18505291005291002,positive,-0.008931761343333733,0.0803858520900258,0.04465880671669087,0.0803858520900258,0.04465880671669087,-0.008931761343333733
2020-09-11 20:30:42.604,2020-09-11 20:30:42.604000+00:00,UKRAINE: APPLE-RUSSIA-APPS-1: Apple doesnt take down Russian TV channels apps from Ukrainian AppStore,urn:newsml:reuters.com:20200911:nNRAcx5oyg:1,NS:ITARTA,-0.026388888888888896,neutral,-0.18714909544603753,-0.18714909544603753,-0.16041351038230678,-0.05347117012742819,-0.21388468050975717,-0.22279654219766742
2020-09-11 20:01:08.709,2020-09-11 20:01:08.709000+00:00,UKRAINE: APPLE-RUSSIA-APPS: Apple doesnt take down Russian TV channels apps from Ukrainian AppStore,urn:newsml:reuters.com:20200911:nNRAcx5fq2:1,NS:ITARTA,-0.035185185185185194,neutral,-0.08034996875279088,-0.044817427015453326,-0.009106329791996881,-0.02678332291760066,0.08034996875279088,0.13391661458797
2020-09-11 17:59:33.769,2020-09-11 19:36:35.398000+00:00,Reuters Insider - Apple is the bellwether of the FAANG stocks: Shannon Saccocia,urn:newsml:reuters.com:20200911:nRTV86qlkj:6,NS:CNBC,0.0,neutral,-0.3886510676977095,-0.2106940146665126,-0.21916816004895479,-0.21024800701480162,-0.07644571150262625,-0.005084487229467527
2020-09-11 19:35:04.620,2020-09-11 19:35:04.620000+00:00,Apple to remove NTV app from Appstore in Ukraine at Security Service's behest,urn:newsml:reuters.com:20200911:nNRAcx57tk:1,NS:UKRGEN,0.0,neutral,-0.3871312241356173,-0.3693320873937589,-0.39603079250655204,-0.41382992924842155,-0.26253726694255297,-0.23583856182974872
2020-09-11 17:39:51.000,2020-09-11 18:21:45+00:00,"UPDATE 2-Apple revises App Store guidelines, loosening some in-app payment rules",urn:newsml:reuters.com:20200911:nL4N2G83FF:2,NS:RTRS,0.0025482093663911935,neutral,0.0629106291063053,0.14067140671407685,0.4770047700477065,0.46710467104671416,-0.01899018990190182,0.4635046350463412
2020-09-11 18:00:19.910,2020-09-11 18:14:27.062000+00:00,Reuters Insider - Apple App store policy update will affect Microsoft and Google game streaming apps,urn:newsml:reuters.com:20200911:nRTV5PKlwp:6,NS:CNBC,-0.10750000000000001,negative,0.08933873144398863,0.05775978407558391,-0.07197480881692142,0.8906882591093179,0.29689608636978004,-0.16644174538911205
2020-09-11 12:10:05.598,2020-09-11 17:51:08.318000+00:00,"Reuters Insider - The Pre-Market Rundown 2: September 11, 2020",urn:newsml:reuters.com:20200911:nRTV2qKvxN:4,NS:CNBC,0.10000000000000002,positive,0.13065417192286155,-0.578662822130116,-0.10109929717065924,-0.006757974409810075,0.5947017480627093,0.5847900522616634
2020-09-11 11:52:13.372,2020-09-11 17:49:05.994000+00:00,Reuters Insider - Here's a technical look at the recent market pullback,urn:newsml:reuters.com:20200911:nRTV2m9NZx:4,NS:CNBC,-0.06666666666666667,negative,0.07920613441587676,-0.2571041948579156,-0.12629679747406808,0.25250338294995345,0.5207036535859411,1.0193955796121035
2020-09-11 10:48:45.870,2020-09-11 17:24:16.437000+00:00,"Reuters Insider - Stretched tech valuations not a repeat of the dot-com bubble, says market strategist",urn:newsml:reuters.com:20200911:nRTV34CbMj:6,NS:CNBC,-0.16666666666666666,negative,-0.21268893112499354,-0.23205719974658257,-0.019820798262271122,0.6833197574441119,0.5085528102090731,0.6554439315775262
2020-09-11 17:21:08.000,2020-09-11 17:21:08+00:00,Apple revises App Store guidelines,urn:newsml:reuters.com:20200911:nL4N2G83F6:4,NS:RTRS,0.0,neutral,-0.189701897018979,-0.5112014453477864,-0.2800361336946722,0.21481481481480103,0.15158084914181913,0.24616079494128584
