,versionCreated,text,storyId,sourceCode,basic_Score,basic_sentiment,2M,10M,15M,30M,45M,60M
2020-09-11 23:17:49.574,2020-09-11 23:19:59.997000+00:00,Dow Jones Selected Stocks - September 12,urn:newsml:newsroom:20200911:nNRAcx6zzo:0,NS:AAP,0.012500000000000004,neutral,0.0,0.0491642084562427,0.024582104228110246,0.0491642084562427,,
2020-09-11 22:24:08.774,2020-09-11 22:24:08.774000+00:00,Microsoft (MSFT) Stock Sinks As Market Gains: What You Should Know,urn:newsml:reuters.com:20200911:nNRAcx6i39:1,NS:ZACKSC,0.057141166125541105,positive,0.05408328826392861,0.04424996312504259,-0.014749987708329027,0.004916662569454111,0.004916662569454111,0.05408328826392861
2020-09-11 22:06:15.572,2020-09-11 22:06:15.572000+00:00,MICROSOFT CORP SEC Filings files Form -- 4,urn:newsml:reuters.com:20200911:nEOL9QcccF:1,NS:EDG,0.0,neutral,-0.04911591355598599,-0.09823182711198308,-0.15225933202357433,-0.07367387033399009,-0.09823182711198308,-0.0834970530451784
2020-09-11 22:05:25.962,2020-09-11 22:05:25.962000+00:00,MICROSOFT CORP SEC Filings files Form -- 4,urn:newsml:reuters.com:20200911:nEOLpNMBJ:1,NS:EDG,0.0,neutral,-0.019647330418970377,-0.07858932167591481,-0.1326194803281111,-0.10314848469964444,-0.09332481949014815,-0.1326194803281111
2020-09-11 22:04:07.647,2020-09-11 22:04:07.647000+00:00,MICROSOFT CORP SEC Filings files Form -- 4,urn:newsml:reuters.com:20200911:nEOL865FDT:1,NS:EDG,0.0,neutral,-0.004911591355594158,-0.12278978388997608,-0.0834970530451784,-0.05893909626719651,-0.08840864440078366,-0.09823182711198308
2020-09-11 22:03:14.900,2020-09-11 22:03:14.900000+00:00,MICROSOFT CORP SEC Filings files Form -- 4,urn:newsml:reuters.com:20200911:nEOL5LRHjf:1,NS:EDG,0.0,neutral,-0.024553132979754366,-0.13749754468669328,-0.12276566489883844,-0.17187193085836938,-0.11048909840895016,-0.09330190532311766
2020-09-11 22:02:27.524,2020-09-11 22:02:27.524000+00:00,MICROSOFT CORP SEC Filings files Form -- 4,urn:newsml:reuters.com:20200911:nEOL3bccRm:1,NS:EDG,0.0,neutral,-0.024551927326299516,-0.09820770930518696,-0.12275963663147538,-0.07365578197888745,-0.12275963663147538,-0.09820770930518696
2020-09-11 22:00:34.063,2020-09-11 22:00:34.063000+00:00,MICROSOFT CORP SEC Filings files Form -- 4,urn:newsml:reuters.com:20200911:nEOLc7yHk8:1,NS:EDG,0.0,neutral,-0.014729709824712334,-0.03436932292433248,-0.11783767859772087,-0.1325673884224443,-0.1325673884224443,-0.11783767859772087
2020-09-11 21:59:20.845,2020-09-11 21:59:20.845000+00:00,MICROSOFT CORP SEC Filings files Form -- 4,urn:newsml:reuters.com:20200911:nEOLc7RfH4:1,NS:EDG,0.0,neutral,-0.019637684716966586,-0.09327900240561071,-0.16692032009426594,-0.09327900240561071,-0.1571014777357771,-0.14237321419804383
2020-09-11 21:33:55.592,2020-09-11 21:33:55.592000+00:00,"Xbox Series X, Series S: List of games launching on Nov 10",urn:newsml:reuters.com:20200911:nNRAcx640j:1,NS:TIMIND,0.28052849927849927,positive,-0.004911350130165637,-0.00982270026030907,0.01718972545552422,0.014734050390430298,-0.10804970286333315,-0.1571632041648341
2020-09-11 21:07:46.173,2020-09-11 21:07:46.173000+00:00,"Biden news -live: Trump has 'no conception' of national security, says frontrunner as Microsoft says Russia, China and Iran trying to spy on him an... Follow the latest updates",urn:newsml:reuters.com:20200911:nNRAcx2r6p:1,NS:INDEPE,0.023232323232323233,neutral,-0.0539877300613556,-0.12269938650306678,-0.058895705521477826,-0.0736196319018445,-0.06380368098158895,-0.09815950920244454
2020-09-11 20:12:19.000,2020-09-11 20:12:19+00:00,EXPLAINER-Next steps in the TikTok diplomatic dance,urn:newsml:reuters.com:20200911:nL4N2G83IZ:1,NS:RTRS,0.0955868205868206,positive,-0.12247697432882232,-0.12257495590829448,-0.1322751322751392,-0.044091710758376035,-0.323339212228102,-0.2694493435234202
2020-09-11 17:39:51.000,2020-09-11 18:21:45+00:00,"UPDATE 2-Apple revises App Store guidelines, loosening some in-app payment rules",urn:newsml:reuters.com:20200911:nL4N2G83FF:2,NS:RTRS,0.0025482093663911935,neutral,0.06662225183211579,-0.0006908974264030476,0.2097367187307242,0.4286031534532553,0.0962321415352907,0.47622572605916513
2020-09-11 18:20:40.000,2020-09-11 18:20:40+00:00,SoftBank reevaluating options trading strategy- Bloomberg News,urn:newsml:reuters.com:20200911:nL4N2G83I3:5,NS:RTRS,0.1219047619047619,positive,-0.16030383742725585,-0.17263490184473707,0.14797277300975242,0.3794021899970357,0.08710663904507587,0.3327907664989693
2020-09-11 18:00:23.533,2020-09-11 18:00:23.533000+00:00,(EN) MICROSOFT CORPORATION 144 (55376336),urn:newsml:reuters.com:20200911:nGLF4rhjvx:1,NS:GLFILE,0.0,neutral,0.009421752346772116,0.5701647814897237,0.7458060805014322,0.36149776109410947,1.1846613871794753,0.8028324762844541
2020-09-11 17:25:21.067,2020-09-11 17:25:21.067000+00:00,Microsoft (MSFT) Teams App to Augment NFL Experience for Fans,urn:newsml:reuters.com:20200911:nNRAcx40bz:1,NS:ZACKSC,0.12200002378573814,positive,-0.0988191116161774,-0.41963535747813197,-0.1685854044172097,0.0085972627106079,0.2079154108404646,0.2569296902021012
2020-09-11 10:48:45.870,2020-09-11 17:24:16.437000+00:00,"Reuters Insider - Stretched tech valuations not a repeat of the dot-com bubble, says market strategist",urn:newsml:reuters.com:20200911:nRTV34CbMj:6,NS:CNBC,-0.16666666666666666,negative,0.14412987527221421,-0.21282914274399767,-4.949514947893974e-05,0.31770936448229925,0.2969708968521001,0.40091071075034623
2020-09-11 17:16:36.000,2020-09-11 17:16:43+00:00,EXCLUSIVE-China would rather see TikTok U.S. close than a forced sale - sources,urn:newsml:reuters.com:20200911:nL4N2G82IV:8,NS:RTRS,-0.011376037157287168,neutral,0.12310664162309415,0.11380437127537224,-0.22820250448786217,0.18743085147441274,-0.31132917568029717,0.40514356174035093
